date;BA;BP;F;FDX;GSK;IBM;JNJ;JPM;MCD;MMM;MSFT;PEP;TGT;VZ;BZH
17/09/2007;71.479652;33.639526;5.587885;97.323097;27.176161;77.621513;42.664783;32.124218;36.101303;62.436951;21.452709;47.403942;45.568924;20.976362;47.349998
18/09/2007;71.356483;34.442104;5.682367;98.115311;27.422888;79.051659;43.268082;33.918743;36.352367;64.353645;21.602055;48.137394;48.350052;21.330986;55.900002
19/09/2007;72.479668;34.727695;5.66887;96.783005;27.489706;79.078758;43.715481;33.741425;36.610054;64.564262;21.407907;48.293606;47.559574;21.562466;55.150002
20/09/2007;73.370987;34.98373;5.567642;94.028282;27.571955;79.20755;43.918835;33.30875;36.253265;64.199188;21.221235;48.239258;47.135555;21.572311;52.150002
21/09/2007;74.342026;35.160973;5.554142;93.713211;27.875217;79.153336;44.142513;33.42934;36.207024;64.367676;21.392977;48.517708;47.178684;21.857973;50.299999
24/09/2007;74.675385;35.077278;5.722859;92.596939;27.577095;78.794098;44.196751;32.86898;36.312737;64.458961;21.714056;48.388687;46.208523;21.729918;45.299999
25/09/2007;76.037727;34.136829;5.628379;94.154327;27.499983;78.970337;44.040852;32.698757;35.77755;64.529167;22.072474;48.368286;44.088528;21.705296;42.5
26/09/2007;75.68988;33.777393;5.992806;94.280388;27.361212;79.505768;44.32555;32.720039;36.207024;64.971489;22.027674;49.05423;44.92215;21.907217;41.049999
27/09/2007;76.421791;33.944805;5.824089;94.199348;27.335508;79.783684;44.427231;32.776787;36.048447;65.568253;22.020208;49.319092;44.34005;22.005726;42.900002
28/09/2007;76.081184;34.146675;5.729608;94.298378;27.345783;79.844666;44.535686;32.500149;35.988979;65.701675;21.997801;49.753769;45.683907;21.80872;41.25
01/10/2007;77.284134;34.2747;5.554142;95.603729;27.628489;80.678398;44.833946;33.20237;37.006477;66.516075;22.22928;50.263103;46.704376;22.360342;42
02/10/2007;76.762344;33.846325;5.783598;95.873764;27.659346;80.224266;44.772938;33.450623;36.966846;65.919296;22.177008;50.093323;46.941525;22.330793;47.200001
03/10/2007;75.885536;33.294865;5.689117;94.784492;27.700449;78.895767;44.806843;33.607929;37.072556;66.129944;21.990341;49.896374;47.228981;22.281536;51.200001
04/10/2007;75.726097;34.072819;5.574389;94.298378;27.828966;78.414528;44.813618;33.78669;37.026318;66.172089;22.184479;50.168018;46.848103;22.370193;47
05/10/2007;74.095619;34.570122;5.648624;95.477661;27.792992;78.827965;44.90852;34.022671;37.244347;67.295418;22.281551;50.07972;48.55846;22.484562;46.099998
08/10/2007;73.240555;34.299305;5.527148;95.513649;27.561682;79.824348;44.752602;33.922558;37.574692;66.986496;22.281551;50.195194;47.652966;22.355282;46.200001
09/10/2007;73.515907;35.047733;5.614881;96.422874;27.551392;80.183586;44.90852;34.015511;37.911667;67.133919;22.475698;49.719788;47.25053;22.683447;48.75
10/10/2007;71.508652;35.131451;5.554142;96.58493;27.42803;80.400482;44.623806;33.543579;37.680405;67.27433;22.572763;49.984653;47.264915;22.688421;49.650002
11/10/2007;69.75499;35.362854;5.911823;95.774704;26.862604;80.014107;44.705154;33.364807;37.165066;66.249283;22.333818;48.741837;46.43848;22.713278;50.650002
12/10/2007;70.066589;37.140369;6.208761;96.783005;26.842047;79.851456;44.698383;33.47921;37.673798;66.115898;22.52796;48.748627;46.115082;22.638689;46.900002
15/10/2007;68.718727;37.381622;6.067041;95.225616;26.908867;80.000572;44.501804;33.08593;37.125412;66.270348;22.430893;48.456585;45.741405;22.191195;45.799999
16/10/2007;69.523109;37.573643;5.925319;94.4244;26.631304;81.064728;44.108631;32.256454;37.535061;65.982506;22.639969;48.80975;45.748585;22.340359;43
17/10/2007;69.26947;37.248684;5.864582;94.406387;26.497656;78.475525;43.959499;33.15744;37.634151;66.179077;23.207458;48.972729;45.576111;22.504446;41.900002
18/10/2007;70.247742;37.425938;5.911823;94.802505;26.348589;77.811272;43.993404;32.82135;37.521843;66.509048;23.2672;48.816528;45.029949;22.360245;43
19/10/2007;68.044777;36.854774;5.648624;93.011055;26.091579;76.103218;43.53923;32.192112;37.27737;60.815109;22.52796;47.811409;43.671711;22.01219;45.299999
22/10/2007;68.791206;36.377163;5.628379;92.749977;26.086441;76.842041;43.613792;32.442375;37.013088;60.576405;22.781841;48.334354;44.23225;22.042028;49.849998
23/10/2007;68.805687;37.145287;5.837586;93.821228;26.770084;77.729935;43.756142;32.849953;37.64077;60.330666;23.073055;48.578819;44.095711;22.280695;49
24/10/2007;68.305679;37.209293;5.797094;93.803215;26.374294;76.557373;43.68158;33.08593;37.759701;60.45002;23.334394;48.762218;44.34005;22.086771;50.049999
25/10/2007;69.566582;37.352085;5.803843;92.99305;26.086441;76.462479;43.349426;32.928619;38.367546;60.443005;23.886957;48.884453;44.778423;22.33041;53.75
26/10/2007;69.58107;38.297466;5.851083;93.569183;25.968204;77.086037;43.586674;33.836754;38.631832;60.471092;26.156923;49.128937;45.295849;22.673498;60
29/10/2007;70.284004;38.50425;5.918571;93.074028;26.2355;77.811272;44.04763;33.371952;39.100948;60.358746;25.81344;50.052555;44.907787;22.867414;59.349998
30/10/2007;70.530342;37.731213;5.938817;92.930038;26.317755;77.350395;43.939163;33.293304;39.100948;60.232376;26.560143;50.147667;45.166492;22.554169;60.25
31/10/2007;71.443428;38.400848;5.986057;93.02906;26.620359;78.705986;44.176411;33.607929;39.477539;60.632553;27.486061;50.066158;44.095711;22.907202;56.150002
01/11/2007;70.001373;37.61797;5.736355;91.11158;26.391813;77.031799;43.830715;31.691553;38.982006;58.905403;27.672724;49.162891;42.018856;22.245893;49
02/11/2007;70.841949;38.59782;6.040047;92.209869;26.397009;77.668938;43.912067;30.85494;38.995224;59.600471;27.672724;49.563583;42.636875;22.066887;48.200001
05/11/2007;70.994148;38.794765;5.851083;92.353859;26.303522;76.862366;43.715481;30.583218;39.424706;59.712837;27.426315;49.414185;41.616402;21.788445;47.599998
06/11/2007;70.798477;39.242828;5.824089;93.470177;26.480118;76.706467;43.796825;31.541399;39.470947;59.993652;27.187378;49.909939;42.356598;21.748661;52.349998
07/11/2007;70.463928;38.547829;5.560892;90.598457;26.028227;75.5569;43.322311;30.204218;38.572376;58.463104;26.522812;49.128937;42.270367;21.430437;49.599998
08/11/2007;70.020302;38.175503;5.722859;92.218887;26.438559;72.1763;43.783264;30.468805;39.226471;58.154175;25.940382;49.916733;42.184147;21.246469;48.950001
09/11/2007;68.514908;37.296825;5.533899;89.788246;25.825649;68.190315;44.169643;30.254297;38.526123;55.823254;25.186211;49.903156;40.380348;21.26635;51.200001
12/11/2007;67.533112;35.797596;5.311192;89.554176;25.42569;69.006599;44.949188;30.311502;38.678078;55.619656;24.924868;49.285152;40.696545;21.281267;50.299999
13/11/2007;68.144005;36.562107;5.398923;91.777733;26.282736;71.604942;45.627045;32.213547;38.718773;57.030849;25.81638;49.808075;42.83091;21.669102;52.400002
14/11/2007;67.482216;36.467781;5.385427;91.147552;25.965887;70.360207;45.342354;32.285065;38.447544;56.31469;25.419321;50.29705;40.797153;21.639275;50.150002
15/11/2007;66.427658;35.41534;5.250454;91.255638;25.597097;70.469002;45.335564;31.126661;38.773029;55.921558;25.29196;49.971066;39.525169;21.400602;50.25
16/11/2007;65.445847;35.966373;5.196465;87.141602;25.42569;71.278458;45.925312;30.812033;39.417198;57.269558;25.539183;50.358185;38.819103;21.723797;47.25
19/11/2007;64.194977;34.904022;4.953515;84.665985;24.93224;69.530327;45.816856;29.582132;39.735905;57.360817;25.441793;50.989796;38.833511;21.405569;46.099998
20/11/2007;63.896801;35.64867;4.886025;84.035805;25.041315;70.34655;45.85075;29.768042;39.65453;57.989399;25.906281;50.826794;37.241272;21.460276;42.299999
21/11/2007;63.569538;35.301163;4.690316;82.559433;24.864716;69.530327;45.511822;29.08873;38.874733;57.374943;25.644075;50.962612;38.9776;20.858622;40
23/11/2007;65.118607;35.400459;4.852284;84.260887;26.381426;70.775078;45.617542;29.996868;39.139179;58.441376;25.554169;51.281822;41.189457;21.201712;42.549999
26/11/2007;65.402245;34.998348;4.744305;82.505486;26.069761;69.360283;45.951763;28.931429;38.528908;57.20546;24.700123;50.724911;39.784546;20.500622;36.349998
27/11/2007;66.711311;35.137348;4.7713;83.909798;26.152885;70.625481;46.197308;30.282885;38.962879;57.996426;24.767544;51.560265;41.066978;20.61499;36.650002
28/11/2007;68.078545;35.98624;4.96701;87.429672;26.739824;73.033348;46.620193;31.434141;39.308712;58.90749;25.247007;52.402393;42.925812;21.087351;37.799999
29/11/2007;67.787621;35.901848;4.919769;86.592453;27.124205;73.121811;46.654297;31.212469;39.56638;59.04874;25.164606;51.981331;42.824924;21.122154;36.799999
30/11/2007;67.300369;36.110355;5.06824;88.644958;27.363146;71.543716;46.204109;32.62114;39.647747;58.801556;25.172091;52.415958;43.206795;21.485126;42.450001
03/12/2007;66.754921;36.408211;4.892775;87.546684;27.617645;71.985878;46.183655;32.327957;40.569954;58.060005;24.662655;52.008507;42.882572;21.425459;40.75
04/12/2007;65.445847;35.916744;4.703813;87.510696;27.290413;72.53006;46.340538;31.570002;40.705582;57.975262;24.550285;52.056023;42.817734;21.778498;39.299999
05/12/2007;65.962212;36.576988;4.710561;87.663727;27.389116;73.57074;46.524704;32.106297;40.352959;59.154671;25.584137;52.05262;43.322052;22.136497;41.900002
06/12/2007;66.74765;37.088326;4.76455;88.662949;27.451429;74.618256;46.586086;33.043037;40.875084;59.903278;25.883808;52.571308;40.036705;22.086771;48.150002
07/12/2007;67.751282;37.435837;4.76455;90.220352;27.6696;74.046928;46.163208;32.950062;40.793716;60.870853;25.868822;52.550823;39.993477;22.524338;50.299999
10/12/2007;67.373093;37.42588;4.818541;90.896225;27.6696;74.407387;46.238232;33.908241;41.973595;61.259266;26.041136;52.74192;40.058308;22.549194;50.950001
11/12/2007;64.507698;36.984066;4.703813;88.012611;27.222895;72.77491;46.074532;32.849953;42.807625;59.783222;25.546675;52.195938;38.213909;22.111641;44.549999
12/12/2007;63.213196;37.778351;4.76455;88.282913;27.75271;73.781601;46.176853;33.000126;41.810852;61.202782;25.823877;53.294739;38.31477;22.345335;45.150002
13/12/2007;64.398605;37.291859;4.717309;87.580078;28.012417;73.584343;46.292801;32.721245;41.709133;61.386383;26.385748;53.704224;37.824837;22.385111;44.799999
14/12/2007;64.304085;36.825214;4.649823;86.435661;27.529356;71.945015;46.101795;32.320816;41.471806;60.68721;26.453175;53.547245;37.147617;22.061916;45.450001
17/12/2007;63.562256;36.373459;4.589085;86.417618;26.802164;71.101608;46.074532;31.841719;40.522484;60.581272;25.763937;52.803345;37.406986;21.430437;43.400002
18/12/2007;63.394997;36.442966;4.595833;87.192589;26.433359;72.31237;46.183655;31.391235;40.569954;60.630703;26.026148;52.56448;38.192295;21.78347;42.150002
19/12/2007;62.995026;36.006092;4.562091;85.273193;26.506094;72.876938;45.91766;31.44845;39.905426;59.980961;26.063614;52.407494;37.154816;21.703913;42.450001
20/12/2007;63.409546;36.060707;4.582337;84.372078;26.35026;74.033287;45.924477;30.98365;39.864742;59.670216;26.610502;52.202747;36.174965;21.788445;40.900002
21/12/2007;64.776802;36.428062;4.582337;84.966805;26.443762;75.536514;46.401936;31.541399;40.705582;60.771973;27.015051;52.789692;36.513588;22.03706;43.150002
24/12/2007;65.467682;36.457851;4.555343;83.020386;26.615177;75.944633;46.292801;32.056248;40.895428;60.920269;27.404623;53.035378;37.803242;22.270744;42.25
26/12/2007;65.45314;36.56707;4.649823;83.723267;26.495697;75.883438;46.081345;32.134903;40.603851;60.786098;27.427095;52.74192;36.859428;22.424887;40.900002
27/12/2007;64.638611;36.750744;4.61608;82.813126;26.656721;74.550255;45.924477;31.205315;40.135986;60.312912;26.947622;52.346073;36.484768;22.066887;38.049999
28/12/2007;64.180435;36.711037;4.521599;81.659714;26.360653;74.883514;45.958565;30.933592;40.346184;60.093967;27.059998;52.571308;36.55682;22.186222;35.549999
31/12/2007;63.605946;36.323811;4.541844;80.353058;26.173662;73.529945;45.494762;31.212469;39.946102;59.55014;26.670439;51.800106;36.023666;21.723797;37.150002
02/01/2008;62.995026;36.418125;4.454113;77.640686;26.059383;71.210449;44.955925;30.419003;39.396854;58.413105;26.385748;51.383785;35.670624;21.485126;35.349998
03/01/2008;63.256847;37.11314;4.352883;78.676971;26.371042;71.353294;44.969551;30.209814;39.281582;58.406071;26.498137;51.718193;35.713867;21.584576;34.299999
04/01/2008;62.413216;36.572033;4.136927;75.784363;26.121717;68.78891;44.908169;29.524527;38.684864;57.742184;25.756447;51.561218;34.64035;21.181822;31.450001
07/01/2008;60.267815;37.227314;4.157171;75.234711;27.39949;68.054298;45.603886;29.82028;39.349392;57.283119;25.928761;52.769238;35.295994;21.554737;28.799999
08/01/2008;58.115124;36.631611;4.11668;74.594887;27.757898;66.380981;45.65847;28.637285;38.705208;56.647511;25.059715;53.192348;35.26717;21.087694;26.25
09/01/2008;58.398746;35.638737;4.096434;74.594887;28.235773;66.87075;46.24506;29.041233;38.969662;56.633385;25.801392;53.738331;35.96603;21.328754;24.950001
10/01/2008;59.896885;35.479877;4.217909;76.61338;28.13707;67.965881;46.320087;29.813065;39.444321;56.647511;25.718994;54.304787;37.140404;21.820911;27.950001
11/01/2008;58.558727;34.824615;4.089684;75.730301;27.602077;66.435402;46.299618;29.474026;36.833702;54.790096;25.404345;53.083145;35.987652;21.343815;29.4
14/01/2008;59.395088;34.864311;4.170669;76.270973;27.39949;70.01326;46.347366;29.8347;37.267666;55.439846;25.763937;52.49622;36.376694;21.589903;30.299999
15/01/2008;56.624226;33.439552;4.028946;75.03643;27.150173;69.265068;46.217773;28.254972;36.453953;54.507629;25.471764;51.069839;35.929996;21.178091;28.5
16/01/2008;58.086021;32.724693;3.954712;76.063721;26.80735;69.129013;46.592899;29.885208;35.538525;54.592369;24.894905;50.189468;36.153355;21.25342;30.4
17/01/2008;57.831467;31.99494;3.887226;74.594887;26.334677;68.768509;46.265514;28.882538;35.24696;52.93977;24.805002;49.206696;35.980446;20.545309;29.450001
18/01/2008;57.016964;32.277905;3.995203;75.70327;26.194443;70.33297;45.215099;28.557938;35.531765;52.904449;24.730082;48.769886;36.095703;19.63129;28.549999
22/01/2008;56.435165;31.016983;4.001952;75.847458;25.368555;68.850136;44.51939;29.474026;35.565666;53.081001;23.943455;47.391296;38.783085;18.99851;28.5
23/01/2008;55.686073;30.470894;4.251653;80.190849;25.114037;72.169525;43.789562;32.979763;35.945396;53.744865;23.920979;48.114719;39.186539;19.119043;34.299999
24/01/2008;56.449699;31.548151;4.224658;79.758369;24.906267;72.72049;43.318928;32.431538;36.616699;53.48357;24.909887;47.589226;38.192295;19.199392;33.75
25/01/2008;56.020607;31.409149;4.440615;81.064934;24.371269;71.09481;42.602737;31.479355;36.684509;53.32819;24.677645;47.036407;37.176426;18.963354;36.049999
28/01/2008;56.435165;31.518373;4.501353;82.8582;24.740059;71.407715;43.018814;32.871559;34.629906;54.691238;24.512823;47.957748;38.523705;19.13913;44.049999
29/01/2008;58.878761;31.597795;4.514851;83.651146;24.693306;72.169525;42.950603;34.227673;34.412922;55.100853;24.42292;46.83849;38.040981;19.440447;41.400002
30/01/2008;60.267815;31.021935;4.555343;82.939278;24.293348;71.863419;42.411758;34.15554;34.589207;55.2421;24.123262;45.992203;37.738403;19.204416;38.650002
31/01/2008;60.49324;31.746731;4.481108;84.092751;24.610199;72.856529;43.066555;34.191612;36.331902;56.252045;24.42292;46.442665;39.928627;19.500713;43.549999
01/02/2008;60.187817;31.895657;4.622828;84.182869;24.418009;74.19651;43.216599;34.80476;36.765877;57.353767;22.81221;46.974995;41.103004;19.460539;46.549999
04/02/2008;60.289623;31.975088;4.508102;82.677979;24.345299;73.414322;43.291645;33.340439;36.535324;56.90176;22.617426;47.241161;38.941574;19.390232;46
05/02/2008;59.409641;31.513409;4.339386;80.199883;23.690825;71.434929;42.882393;31.659704;36.508205;55.856525;21.778357;46.374378;38.004955;18.496304;43.700001
06/02/2008;58.401089;31.627602;4.258401;80.713516;23.831074;70.731621;43.005173;31.537073;36.433613;55.920094;21.366316;45.541775;36.744137;18.431013;44.25
07/02/2008;58.284149;31.294968;4.16392;81.245186;22.01828;69.878098;42.841476;32.539745;36.928619;55.877708;21.066652;48.053299;38.9776;18.556564;39.549999
08/02/2008;57.977184;31.920477;4.103182;79.298752;21.898825;70.513123;42.309444;31.609196;37.728771;55.482216;21.396278;47.643814;37.824837;18.290396;38.700001
11/02/2008;59.292713;32.16869;4.31239;79.704239;22.283194;71.78997;42.207123;31.27018;37.959312;55.990696;21.134077;48.428658;39.042439;18.476208;39.5
12/02/2008;61.068619;32.545982;4.359631;79.388863;22.896109;72.739029;42.950603;31.241331;38.223766;55.863567;21.231464;49.111137;38.840717;18.862917;37.299999
13/02/2008;62.471817;33.141705;4.440615;80.362091;23.005322;74.029572;43.250725;31.811186;38.406849;57.473801;21.695953;48.885918;39.272991;19.41534;39.849998
14/02/2008;62.281826;32.977871;4.359631;79.30777;22.826176;72.465935;42.827835;30.73638;37.68808;56.704025;21.351336;48.84499;38.285957;19.093931;38.799999
15/02/2008;62.252583;32.605556;4.352883;79.226677;23.284584;72.48642;42.902851;31.19804;37.498226;56.463898;21.291399;48.954166;38.336525;18.99851;37.650002
19/02/2008;62.391464;33.255886;4.373128;80.425163;23.579657;71.694366;43.42123;30.895075;37.749104;56.393288;21.186104;48.551502;37.722504;17.748016;37.5
20/02/2008;61.390202;33.196579;4.325888;81.046928;23.347824;73.640343;43.127949;31.125908;38.108494;56.812595;21.223707;48.537853;38.574898;17.69779;39.049999
21/02/2008;59.935833;32.372444;4.204412;80.488228;23.447929;73.012146;42.957424;31.068201;37.450737;56.116108;21.133463;48.510563;37.101242;17.758059;37.450001
22/02/2008;60.68858;32.940304;4.217909;80.280998;23.226625;73.790565;43.379673;31.688568;37.762657;56.620712;20.817589;48.715294;37.614143;18.179916;37.349998
25/02/2008;61.872581;33.563416;4.359631;80.848686;23.685051;75.163025;43.839722;31.760675;38.006786;57.565926;20.93792;48.85862;38.466545;18.34062;38.849998
26/02/2008;61.806801;33.859917;4.400123;81.975105;24.159275;78.099068;43.750454;31.537073;38.278015;57.772022;21.344049;48.681179;39.651253;18.486258;41.799999
27/02/2008;61.353672;33.392555;4.454113;81.848961;23.95904;79.519295;43.283558;32.034801;37.518574;57.196327;21.253792;48.592457;39.607895;18.275333;42.5
28/02/2008;61.974865;33.246845;4.467608;80.371109;23.737736;78.686279;43.056988;30.613758;37.289845;56.713078;21.005608;48.496891;38.878296;18.672077;40.450001
29/02/2008;60.505894;32.598576;4.406873;79.415894;23.137043;77.744019;42.54203;29.322554;36.941654;55.718113;20.456589;47.473175;38.004219;18.240173;35.5
03/03/2008;58.956505;32.477978;4.170669;80.398102;23.447929;77.996666;42.727413;28.723835;36.293087;55.78207;20.298653;47.889492;38.220928;18.225107;34.5
04/03/2008;58.189137;32.211628;4.136927;81.380348;23.005322;79.007202;43.008919;28.269396;36.613964;55.725216;20.749901;47.800781;38.329296;17.92379;35.450001
05/03/2008;58.985752;33.040791;4.130176;81.416397;22.3414;78.788704;43.345356;27.94479;36.825581;56.09478;21.148506;48.222767;38.141472;18.054363;35.5
06/03/2008;58.108738;32.040768;4.008701;80.064705;22.188591;76.829041;43.00206;26.956547;36.211159;55.398308;20.734859;48.112972;37.758629;17.717886;33.450001
07/03/2008;55.982006;32.091034;3.900723;78.215317;22.346672;77.79863;42.233036;27.093607;35.685474;54.374924;20.960484;47.74931;37.563583;17.617439;35.150002
10/03/2008;54.359558;32.417671;3.779247;76.654633;21.793407;77.84642;42.109459;26.314562;36.730026;53.642918;21.095854;47.358212;37.007336;17.260872;34
11/03/2008;53.64333;33.055874;3.981707;79.532417;22.056862;79.539803;42.871593;28.016918;37.037247;55.398308;22.020912;47.996338;37.260193;17.682724;35.700001
12/03/2008;52.949043;33.126221;3.846734;78.5401;22.193859;79.935776;42.947128;27.851009;36.661766;55.732342;21.532057;47.728729;36.906208;17.366335;35.950001
13/03/2008;54.213409;32.9202;3.637525;78.549133;21.835558;79.143738;43.125633;27.490339;37.474174;56.201382;21.524544;47.509167;36.523357;17.411537;40.849998
14/03/2008;55.711624;32.276962;3.570039;76.501259;21.524679;78.679436;43.0158;26.35784;37.399086;55.0998;21.02817;46.967113;35.996017;16.984661;40.049999
17/03/2008;55.170795;31.171413;3.448563;74.471458;21.619524;78.897957;43.970165;29.077307;37.05772;55.796295;21.283871;47.447418;35.035255;17.381401;38.450001
18/03/2008;55.930862;31.814644;3.570039;78.413795;22.299244;80.850754;44.842155;30.808517;37.446854;57.530369;22.126205;48.044353;36.833961;17.722902;42.75
19/03/2008;53.679874;30.186481;3.678018;77.791351;21.888252;79.847054;44.546906;30.635391;36.63443;56.478561;21.524544;48.154133;36.219944;17.642551;43.25
20/03/2008;54.666512;30.096018;3.792744;78.504013;22.12536;80.79615;44.890221;33.160088;37.153301;55.419628;21.945704;48.84716;37.816406;18.139734;49.849998
24/03/2008;55.755455;30.48798;4.0222;81.887024;22.204399;81.294594;44.55378;33.578472;38.074963;55.888676;21.938183;49.025547;38.748272;18.566614;52.849998
25/03/2008;55.470432;31.030706;4.049195;82.500504;22.694435;80.550308;44.320347;33.225014;38.368546;56.13031;21.915623;49.087322;38.603794;18.531458;50.75
26/03/2008;55.762768;31.136238;3.96146;82.320076;22.114824;79.826546;44.423317;31.818382;37.958904;55.902889;21.479412;48.826576;37.874195;18.149776;43.75
27/03/2008;54.242607;30.482952;3.934467;82.744057;22.436253;78.877457;44.368401;30.916718;37.856503;55.334332;21.095854;48.84716;36.826752;18.059381;45
28/03/2008;53.694492;30.11109;3.772499;82.338097;22.278172;78.228783;44.066299;30.808517;37.876976;55.398308;20.990566;49.10104;35.894886;18.004137;43.849998
31/03/2008;54.352257;30.477924;3.860231;83.601089;22.357214;78.618004;44.540051;30.981642;38.074963;56.251137;21.344049;49.540173;36.610035;18.305458;47.25
01/04/2008;55.455814;30.8498;4.028946;88.147835;23.289854;79.539803;45.226654;33.903069;38.853256;57.793339;22.186373;49.492142;38.480999;19.066706;51.799999
02/04/2008;56.164719;31.337248;4.136927;87.805046;23.453199;78.392677;44.842155;33.626747;38.682579;57.501949;21.930662;49.004982;38.611031;19.152473;54.150002
03/04/2008;55.64584;31.407606;4.359631;88.111786;23.56385;79.218849;44.81469;33.655815;38.395851;56.976048;21.810331;48.991264;38.466545;19.207975;56.950001
04/04/2008;55.287735;31.648811;4.379877;87.390083;23.885281;79.041344;45.130524;33.139496;38.04084;57.224792;21.930662;49.080429;38.047562;18.839653;52.700001
07/04/2008;54.798073;31.89002;4.541844;87.038254;23.7272;79.416878;45.412041;33.117676;37.993034;56.990246;21.930662;49.306885;38.11982;18.869928;54.450001
08/04/2008;54.827305;32.085995;4.663321;86.650307;22.784014;79.389549;45.535618;32.623161;38.143238;56.769939;21.622314;48.908913;38.47377;18.757639;51.099998
09/04/2008;57.443684;32.618683;4.535097;83.998009;22.873592;79.730988;45.515038;32.215912;38.054489;56.56385;21.7276;48.696213;37.809166;18.385036;46.450001
10/04/2008;57.319439;32.633755;4.548593;85.107651;23.100166;81.103394;45.542488;31.895945;38.129578;57.103962;21.893061;49.197105;38.401535;18.288061;48.849998
11/04/2008;56.17202;32.488022;4.514851;83.808571;22.420435;79.2052;45.315903;30.928732;37.822372;55.767876;21.268829;48.991264;37.541901;18.16556;49.599998
14/04/2008;56.435127;32.970448;4.575589;83.736443;22.309786;80.079208;45.137394;30.17971;37.917946;55.618622;21.103376;48.68248;37.534683;18.037952;48.799999
15/04/2008;55.324265;32.900097;4.643075;84.503227;22.24128;80.004082;45.075603;30.630579;38.204693;56.030823;21.246271;48.867729;37.953667;17.920565;52.5
16/04/2008;56.033161;33.814682;4.852284;87.534378;22.452055;82.257324;45.109921;32.695889;39.037605;57.345585;21.77273;48.792278;38.741047;18.298265;54.5
17/04/2008;56.208584;33.940311;4.899523;85.666985;22.478399;84.039452;45.151127;32.812256;39.139999;57.317177;21.97579;48.558971;38.582127;18.298265;53.25
18/04/2008;57.487549;34.271973;5.027748;87.245712;22.826176;84.940758;45.6661;33.277657;39.802235;58.916229;22.56241;48.442326;39.441772;18.390139;52.25
21/04/2008;57.801811;34.38253;5.216712;86.109039;22.868322;84.906624;45.535618;32.89225;40.054848;58.51823;22.878283;47.962032;39.405636;18.354412;51
22/04/2008;57.414444;34.588562;5.162722;84.412994;23.042208;84.442307;45.995644;33.197666;39.836361;57.69384;22.750433;47.413109;38.018677;18.23702;50.849998
23/04/2008;59.994308;34.754402;5.074989;83.998009;23.505901;84.394539;46.181034;32.834061;40.068497;57.302959;23.652927;47.474857;37.838081;18.543266;49.950001
24/04/2008;60.659367;34.075993;5.66887;85.477524;23.247702;84.797363;46.256569;34.157608;40.676121;56.236923;23.916151;46.658337;38.213715;18.558575;52
25/04/2008;62.004086;34.76445;5.061491;85.215912;23.774624;84.039452;46.215359;34.75391;40.73756;55.30592;22.434561;46.39761;38.993877;18.905655;52.5
28/04/2008;62.106426;34.66394;5.540646;86.20829;23.61655;83.090363;46.222229;34.426682;40.68293;54.81554;21.802813;46.76812;38.964977;19.370132;55
29/04/2008;62.508366;36.272003;5.479908;87.832123;23.405777;83.882408;46.13298;34.237606;41.099388;54.623657;21.539579;46.795574;39.080574;19.502842;55
30/04/2008;62.018742;36.578556;5.574389;86.487946;23.516987;82.414391;46.064301;34.652103;40.676121;54.652081;21.449335;47.021996;38.379864;19.640656;55.349998
01/05/2008;62.420685;36.136318;5.722859;88.99585;23.948837;84.401337;46.558666;35.815674;41.590942;55.320148;22.11116;47.001408;39.181709;20.069395;58.650002
02/05/2008;62.625336;36.292107;5.581138;87.38105;24.183418;84.107712;46.867653;35.386604;41.611427;55.824715;21.990833;47.413109;38.943314;20.207203;59.25
05/05/2008;62.793407;36.417744;5.621629;86.118073;23.93284;83.32254;46.620464;34.906643;41.556812;55.114014;21.870497;47.049446;38.42321;19.855024;57.849998
06/05/2008;62.961472;36.60368;5.581138;88.111786;23.858198;83.861916;46.400749;35.052086;41.297382;55.263279;22.336786;47.049446;38.603794;19.84992;60.5
07/05/2008;62.08041;36.246887;5.371929;84.575417;23.298407;85.109695;45.94072;33.866714;40.539574;54.495731;21.968266;46.665207;38.603794;19.538568;58
08/05/2008;62.234589;36.53331;5.533899;84.088272;23.666275;85.644463;45.933853;33.488571;40.805828;54.687618;22.013397;46.342712;37.809166;19.523251;52.75
09/05/2008;61.720623;36.231804;5.466412;81.526154;23.405033;85.05484;45.693542;33.866714;40.443981;54.239887;22.103642;46.322124;37.736931;19.349714;49.599998
12/05/2008;62.263966;36.684074;5.500155;81.643456;23.527655;85.863853;45.803406;34.353951;41.556812;55.199303;22.554893;46.212349;38.632679;19.426275;47.299999
13/05/2008;62.469563;36.402664;5.554142;80.840553;23.293076;86.782562;45.597424;33.074039;41.761612;54.851093;22.479408;46.143726;38.466545;19.451792;45.75
14/05/2008;62.917461;36.606949;5.493405;82.157677;23.250414;87.427017;45.872051;33.386753;41.263256;55.24197;22.59263;46.040798;38.899967;19.880541;47.700001
15/05/2008;62.814636;37.232079;5.513651;81.968224;23.453012;88.071495;45.782803;34.193966;41.549988;55.334332;22.985153;46.706371;39.802937;19.855024;48
16/05/2008;62.535618;38.00457;5.473159;82.0494;23.703592;87.63269;45.782803;33.837624;41.324688;55.902889;22.637924;46.569145;39.744999;19.788666;45.799999
19/05/2008;63.930721;38.019817;5.412422;82.157677;23.948837;86.720871;45.74847;33.444931;41.270077;56.180069;22.237852;46.678925;39.773975;19.957102;40.700001
20/05/2008;62.513603;38.080795;5.398923;81.029991;24.151438;85.822716;45.418903;31.779591;40.744381;55.0998;21.709463;46.287804;39.317719;19.308886;40.75
